@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 282\nSize of the tree: 537\n','Number of leaves: 260\nSize of the tree: 496\n','Number of leaves: 277\nSize of the tree: 527\n','Number of leaves: 271\nSize of the tree: 512\n','Number of leaves: 257\nSize of the tree: 487\n','Number of leaves: 248\nSize of the tree: 471\n','Number of leaves: 233\nSize of the tree: 445\n','Number of leaves: 250\nSize of the tree: 475\n','Number of leaves: 264\nSize of the tree: 499\n','Number of leaves: 245\nSize of the tree: 464\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

FAS,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1941,3600,400,319,81,0,79.75,20.25,0,0.674829,0.168724,0.334626,39.943218,72.835467,603.597757,474.958377,128.639379,1.508994,1.187396,0.321598,388.904245,0.972261,64.431029,0.873626,159,0.188073,41,0.811927,177,0.126374,23,0.795,0.873626,0.832461,0.682771,0.887337,0.835591,0.7975,0.12952,0.87048,0.2025,0.797619,0.7975,0.795116,0.678216,0.883402,0.817221,0.779492,0.7975,4.94,0,4.953125,0,4953.125,0,37168,798279,91079,90.5,51.916667,?,?,?,?,?
FAS,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1941,3600,400,303,97,0,75.75,24.25,0,0.615335,0.185874,0.35036,44.003121,76.260154,603.597757,563.878859,39.718898,1.508994,1.409697,0.099297,366.978835,0.917447,60.798575,0.82967,151,0.183486,40,0.816514,178,0.17033,31,0.790576,0.82967,0.809651,0.644214,0.879902,0.829241,0.7575,0.141473,0.858527,0.2425,0.756525,0.7575,0.756569,0.618697,0.876047,0.79011,0.739381,0.7575,4.906,0.001,4.90625,0,4906.25,0,37168,798279,91079,90.25,55.083333,?,?,?,?,?
FAS,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1941,3600,400,284,116,0,71,29,0,0.534725,0.214514,0.395012,50.783345,85.979234,603.597757,751.154526,-147.556769,1.508994,1.877886,-0.368892,327.054999,0.817637,54.184264,0.802198,146,0.238532,52,0.761468,166,0.197802,36,0.737374,0.802198,0.768421,0.561406,0.823773,0.790429,0.71,0.177271,0.822729,0.29,0.706286,0.71,0.706259,0.539613,0.82768,0.733646,0.680736,0.71,4.902,0,4.90625,0,4906.25,0,37168,798279,91079,83.75,51.75,?,?,?,?,?
FAS,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1941,3600,400,318,82,0,79.5,20.5,0,0.669061,0.168815,0.327806,39.950044,71.321554,603.977757,511.59848,92.379277,1.509944,1.278996,0.230948,388.738996,0.971847,64.363131,0.895028,162,0.205479,45,0.794521,174,0.104972,19,0.782609,0.895028,0.835052,0.68685,0.899165,0.840897,0.795,0.134016,0.865984,0.205,0.796162,0.795,0.790857,0.675793,0.892388,0.817368,0.77061,0.795,4.911,0,4.90625,0,4906.25,0,37168,798279,91079,92.75,54.833333,?,?,?,?,?
FAS,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1942,3600,400,283,117,0,70.75,29.25,0,0.532892,0.21302,0.405836,50.410964,88.298768,603.977757,930.052708,-326.074951,1.509944,2.325132,-0.815187,322.205408,0.805514,53.347231,0.823204,149,0.246575,54,0.753425,165,0.176796,32,0.73399,0.823204,0.776042,0.574086,0.840435,0.771994,0.7075,0.172995,0.827005,0.2925,0.706014,0.7075,0.704457,0.541839,0.823757,0.718098,0.674894,0.7075,4.893,0.001,4.890625,0,4890.625,0,37168,798279,91079,81.75,48.583333,?,?,?,?,?
FAS,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1942,3600,400,308,92,0,77,23,0,0.635842,0.184567,0.354879,43.677675,77.211891,603.977757,514.311078,89.666679,1.509944,1.285778,0.224167,372.845465,0.932114,61.731655,0.78453,142,0.141553,31,0.858447,188,0.21547,39,0.820809,0.78453,0.80226,0.645983,0.873963,0.828824,0.77,0.136666,0.863334,0.23,0.775498,0.77,0.770678,0.637045,0.873996,0.796436,0.764345,0.77,4.919,0.001,4.90625,0,4906.25,0,37168,798279,91079,90,53.5,?,?,?,?,?
FAS,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1942,3600,400,284,116,0,71,29,0,0.540066,0.2098,0.388314,49.623111,84.436698,604.787718,732.296342,-127.508624,1.511969,1.830741,-0.318772,331.679318,0.829198,54.842271,0.707182,128,0.182648,40,0.817352,179,0.292818,53,0.761905,0.707182,0.733524,0.528976,0.837559,0.770059,0.71,0.170414,0.829586,0.29,0.713769,0.71,0.706056,0.544413,0.837062,0.747993,0.686263,0.71,4.919,0.001,4.90625,0,4906.25,0,37168,798279,91079,86.5,54.666667,?,?,?,?,?
FAS,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1942,3600,400,300,100,0,75,25,0,0.596102,0.191823,0.367242,45.371031,79.854664,604.787718,683.377331,-78.589613,1.511969,1.708443,-0.196474,356.160313,0.890401,58.890137,0.839779,152,0.242009,53,0.757991,166,0.160221,29,0.741463,0.839779,0.787565,0.595252,0.877091,0.843958,0.75,0.166434,0.833566,0.25,0.757118,0.75,0.747227,0.600264,0.865519,0.78628,0.735958,0.75,4.944,0.001,4.9375,0,4937.5,0,37168,798279,91079,88.25,50.666667,?,?,?,?,?
FAS,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1942,3600,400,284,116,0,71,29,0,0.538065,0.199341,0.388787,47.149269,84.539548,604.787718,639.850019,-35.062301,1.511969,1.599625,-0.087656,345.750611,0.864377,57.168921,0.729282,132,0.205479,45,0.794521,174,0.270718,49,0.745763,0.729282,0.73743,0.524916,0.857237,0.837071,0.71,0.178327,0.821673,0.29,0.717993,0.71,0.709197,0.539882,0.860349,0.770864,0.699657,0.71,4.886,0.001,4.890625,0,4890.625,0,37168,798279,91079,86.25,50,?,?,?,?,?
FAS,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20251201.1942,3600,400,307,93,0,76.75,23.25,0,0.627661,0.173982,0.357214,41.151169,77.674128,604.787718,761.817688,-157.02997,1.511969,1.904544,-0.392575,377.54265,0.943857,62.425648,0.839779,152,0.159817,35,0.840183,184,0.160221,29,0.812834,0.839779,0.826087,0.678321,0.888771,0.867593,0.7675,0.141063,0.858937,0.2325,0.770734,0.7675,0.764344,0.635773,0.871371,0.808525,0.742928,0.7675,4.894,0,4.890625,0,4890.625,0,37168,798279,91079,86.5,47.75,?,?,?,?,?
