@relation InstanceResultListener

@attribute Key_Dataset {FAS}
@attribute Key_Run {1}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.trees.RandomForest,weka.classifiers.functions.SMO,weka.classifiers.functions.MultilayerPerceptron}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a'}
@attribute Key_Scheme_version_ID {-217733168393644444,1116839470751428698,-6585883636378691736,-5990607817048210779}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 410\nSize of the tree: 776\n','Number of leaves: 369\nSize of the tree: 705\n','Number of leaves: 399\nSize of the tree: 765\n','Number of leaves: 455\nSize of the tree: 869\n','Number of leaves: 384\nSize of the tree: 736\n','Number of leaves: 409\nSize of the tree: 783\n','Number of leaves: 384\nSize of the tree: 733\n','Number of leaves: 417\nSize of the tree: 796\n','Number of leaves: 412\nSize of the tree: 791\n','Number of leaves: 403\nSize of the tree: 772\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

FAS,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6053,673,498,175,0,73.997028,26.002972,0,0.589583,0.198409,0.396228,46.981838,86.229383,1016.104818,92773.819625,-91757.714807,1.509814,137.851144,-136.34133,589.119484,0.875363,57.97822,0.76873,236,0.166667,61,0.833333,305,0.23127,71,0.794613,0.76873,0.781457,0.60392,0.787201,0.713839,0.73997,0.147,0.853,0.26003,0.740416,0.73997,0.739683,0.59273,0.784514,0.642274,0.720585,0.73997,0.254,0.002,0.25,0.015625,250,15.625,160591,1340392,151412,81.872214,55.770183,'Number of leaves: 410\nSize of the tree: 776\n',776,410,410,?
FAS,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6053,673,524,149,0,77.860327,22.139673,0,0.649904,0.179189,0.366193,42.4307,79.692983,1016.104818,79831.409777,-78815.304959,1.509814,118.620223,-117.110409,633.097713,0.94071,62.306339,0.824104,253,0.161202,59,0.838798,307,0.175896,54,0.810897,0.824104,0.817447,0.662107,0.820544,0.736552,0.778603,0.125746,0.874254,0.221397,0.778317,0.778603,0.778414,0.653804,0.814581,0.692558,0.758473,0.778603,0.155,0.001,0.15625,0,156.25,0,146337,1340392,151412,84.843982,56.711243,'Number of leaves: 369\nSize of the tree: 705\n',705,369,369,?
FAS,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6053,673,513,160,0,76.225854,23.774146,0,0.622477,0.184476,0.374881,43.68275,81.583614,1016.104818,89476.383123,-88460.278305,1.509814,132.951535,-131.441721,616.537309,0.916103,60.676546,0.820847,252,0.161202,59,0.838798,307,0.179153,55,0.810289,0.820847,0.815534,0.659,0.813829,0.724488,0.762259,0.135994,0.864006,0.237741,0.760197,0.762259,0.760713,0.628353,0.803485,0.66757,0.736389,0.762259,0.138,0.001,0.140625,0,140.625,0,158457,1340392,151412,85.289747,54.036652,'Number of leaves: 399\nSize of the tree: 765\n',765,399,399,?
FAS,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6053,673,525,148,0,78.008915,21.991085,0,0.65114,0.173104,0.365088,40.999458,79.473522,1015.696213,83027.531884,-82011.835671,1.509207,123.36929,-121.860083,646.306513,0.960337,63.631872,0.834416,257,0.169863,62,0.830137,303,0.165584,51,0.805643,0.834416,0.819777,0.663062,0.824057,0.743418,0.780089,0.129865,0.870135,0.219911,0.779298,0.780089,0.779483,0.652659,0.816813,0.684742,0.765578,0.780089,0.15,0,0.125,0,125,0,179401,1340392,151412,84.10104,54.977712,'Number of leaves: 455\nSize of the tree: 869\n',869,455,455,?
FAS,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6053,673,525,148,0,78.008915,21.991085,0,0.64873,0.178257,0.366203,42.19739,79.668076,1016.890105,89450.949509,-88434.059404,1.510981,132.913744,-131.402763,631.898416,0.938928,62.140286,0.85342,262,0.163934,60,0.836066,306,0.14658,45,0.813665,0.85342,0.833068,0.68747,0.818017,0.73072,0.780089,0.131411,0.868589,0.219911,0.778087,0.780089,0.777357,0.654666,0.801004,0.671463,0.75516,0.780089,0.134,0.001,0.140625,0,140.625,0,152607,1340392,151412,85.289747,56.166419,'Number of leaves: 384\nSize of the tree: 736\n',736,384,384,?
FAS,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6053,673,515,158,0,76.523031,23.476969,0,0.62463,0.184609,0.378535,43.700875,82.351027,1016.890105,93771.325496,-92754.435391,1.510981,139.333322,-137.822341,614.270214,0.912734,60.406745,0.856678,263,0.202186,74,0.797814,292,0.143322,44,0.780415,0.856678,0.81677,0.651973,0.819214,0.731884,0.76523,0.142524,0.857476,0.23477,0.763121,0.76523,0.762595,0.63033,0.802736,0.675794,0.740456,0.76523,0.133,0.001,0.140625,0,140.625,0,162077,1340392,151412,83.803863,55.373947,'Number of leaves: 409\nSize of the tree: 783\n',783,409,409,?
FAS,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6054,672,522,150,0,77.678571,22.321429,0,0.644088,0.178038,0.364348,42.160198,79.295769,1014.564467,73404.883995,-72390.319528,1.509769,109.233458,-107.72369,630.995004,0.938981,62.193683,0.850163,261,0.178082,65,0.821918,300,0.149837,46,0.800613,0.850163,0.824645,0.669869,0.832243,0.740742,0.776786,0.133711,0.866289,0.223214,0.774841,0.776786,0.775031,0.648226,0.824107,0.70367,0.755891,0.776786,0.133,0,0.140625,0,140.625,0,151977,1340613,151191,86.458333,56.200397,'Number of leaves: 384\nSize of the tree: 733\n',733,384,384,?
FAS,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6054,672,510,162,0,75.892857,24.107143,0,0.61818,0.185019,0.383369,43.81332,83.435387,1014.564467,88461.455022,-87446.890555,1.509769,131.63907,-130.129301,614.193905,0.913979,60.537691,0.811075,249,0.180822,66,0.819178,299,0.188925,58,0.790476,0.811075,0.800643,0.629131,0.800977,0.710376,0.758929,0.138631,0.861369,0.241071,0.758209,0.758929,0.75846,0.621909,0.796038,0.658557,0.737464,0.758929,0.127,0,0.125,0,125,0,164679,1340613,151191,81.994048,51.884921,'Number of leaves: 417\nSize of the tree: 796\n',796,417,417,?
FAS,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251128.1424,6054,672,527,145,0,78.422619,21.577381,0,0.653401,0.17107,0.358383,40.510177,77.997431,1014.564467,88349.027418,-87334.46295,1.509769,131.471767,-129.961998,641.354524,0.954397,63.214763,0.872964,268,0.178082,65,0.821918,300,0.127036,39,0.804805,0.872964,0.8375,0.692317,0.842551,0.755326,0.784226,0.132676,0.867324,0.215774,0.781531,0.784226,0.780143,0.660407,0.818804,0.704812,0.755225,0.784226,0.136,0,0.140625,0,140.625,0,163709,1340613,151191,85.119048,55.15873,'Number of leaves: 412\nSize of the tree: 791\n',791,412,412,?
